epoch,time,accuracy,val_accuracy,loss,val_loss
1,2.2259700298309326,0.9375,2.7777777777777777,3.864698028564453,3.7082942724227905
2,1.6103830337524414,4.375,2.7777777777777777,3.661592721939087,3.7311662435531616
3,1.5684521198272705,5.78125,2.7777777777777777,3.528748369216919,3.782089352607727
