epoch,time,accuracy,val_accuracy,loss,val_loss
1,1.9694180488586426,2.03125,1.1111111111111112,3.8528013706207274,3.7099510431289673
2,1.6649620532989502,2.65625,1.6666666666666667,3.651166486740112,3.7513585090637207
3,1.587562084197998,5.0,2.7777777777777777,3.4717216014862062,3.799572467803955
