epoch,time,accuracy,val_accuracy,loss,val_loss
1,2.137338161468506,1.09375,1.1111111111111112,3.832814836502075,3.704404354095459
2,1.5859358310699463,5.46875,1.1111111111111112,3.5954277992248533,3.7072761058807373
3,1.527000904083252,5.15625,1.6666666666666667,3.4619253635406495,3.737836241722107
