epoch,time,accuracy,val_accuracy,loss,val_loss
1,1032.4395508766174,6.79168701171875,1.5303084434917231,3.675982177257538,3.973704179128011
2,611.3918268680573,20.123291015625,8.115993807312135,3.0275569409132004,4.6454620361328125
3,503.1686305999756,31.52923583984375,20.173871620816957,2.549710601568222,2.924354314804077
